movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
National Treasure: Book of Secrets (2007),Action Adventure Mystery Thriller,Major Studio,12,67754516,694799369,6.939464562044585E8
Natural Born Killers (1994),Crime Romance,Major Studio,08,23631370,106419659,1.1052004303803726E8
Navy Seals (1990),Action Adventure Thriller,Mid-size Studio,07,15710506,60186180,9.079391096009994E7
Ne Zha (2019),Action Adventure Animation Fantasy Thriller,Small / Indie Studio,07,1246312,891064961,6.254690401224728E8
Ne Zha II (2025),Action Adventure Animation Drama Fantasy,Mid-size Studio,01,7530770,1861051060,1.472247457785386E9
Near Dark (1987),Horror,Small / Indie Studio,10,1755331,9303103,2.1202272199569643E7
Nebraska (2013),Drama,Major Studio,11,189056,37276099,5.0554690036212854E7
Necessary Roughness (1991),Comedy Sport,Major Studio,09,15001863,60475198,5.909587447875037E7
Need for Speed (2014),Action Crime Drama Thriller,Major Studio,03,23645260,269351025,1.4745497260755292E8
Needful Things (1993),Crime Drama Fantasy Horror Thriller,Major Studio,08,11297005,32975173,8.876350941397473E7
Neighbors (1981),Comedy,Major Studio,12,22361922,103216179,2.434626843015438E8
Neighbors (2014),Comedy,Major Studio,05,64971905,358642164,5.61208208054454E8
Neighbors 2: Sorority Rising (2016),Comedy,Major Studio,05,28440571,141163910,2.1143178187527466E8
Nell (1994),Drama,Major Studio,12,132610,225768377,4.467656815775869E7
Nemesis (1992),Action Drama Sci-Fi Thriller,Small / Indie Studio,01,428280,4346834,4.167858831718631E7
Nerve (2016),Adventure Crime Drama Thriller,Major Studio,07,12345090,111422522,7.217525272144634E7
Never Back Down (2008),Action Drama Sport,Mid-size Studio,03,12534771,60650761,4.656257204703053E7
Never Been Kissed (1999),Comedy Drama Romance,Major Studio,04,22289930,159246410,1.1052004303803726E8
Never Gone (2016),Drama Romance,Small / Indie Studio,07,68138,64017269,3.980788806004712E7
Never Let Go (2024),Horror Thriller,Major Studio,09,4449065,16598193,2.6075844578024864E7
Never Say Never Again (1983),Action Adventure Thriller,Major Studio,10,34512693,174586705,3.5663881273787135E8
Never Talk to Strangers (1995),Crime Drama Mystery Romance Thriller,Major Studio,10,5977067,14118440,2.4174755354854323E7
New Jack City (1991),Action Crime Drama Thriller,Major Studio,03,16214546,109694422,1.1052004303803726E8
New Jersey Drive (1995),Crime Drama,Small / Indie Studio,04,2871810,7339967,2.625317497446979E7
New Nightmare (1994),Fantasy Horror Mystery Thriller,Major Studio,10,14109210,41735903,6.1484647480139725E7
New World (2013),Action Crime Drama Thriller,Small / Indie Studio,02,174988,42650217,5.944002285653892E7
New Year's Eve (2011),Comedy Romance,Major Studio,12,18155893,198088301,2.434626843015438E8
New York Minute (2004),Adventure Comedy Crime Family Romance,Major Studio,05,9901806,35357928,5.260254241524896E7
New York Stories (1989),Comedy Drama Romance,Major Studio,03,1093973,27235562,8.704906915250637E7
New in Town (2009),Comedy Romance,Major Studio,01,9857139,42418212,4.9969216331051424E7
News of the World (2020),Action Adventure Drama Western,Major Studio,12,2727628,15354611,6.379873202190257E7
Newsies (1992),Drama Family History Musical,Major Studio,04,2755312,6303052,5.358221222641401E7
Next (2007),Action Sci-Fi Thriller,Major Studio,04,10791773,117436287,4.9969216331051424E7
Next Friday (2000),Comedy,Major Studio,01,26350609,108985102,1.9604082315521246E8
Next Goal Wins (2023),Comedy Drama Sport,Mid-size Studio,11,2574065,19199024,3.708831341542028E7
Next Stop Wonderland (1998),Comedy Drama Romance,Mid-size Studio,08,236802,6534322,4.7059825389089376E7
Next of Kin (1989),Action Crime Drama Thriller,Major Studio,10,12159735,40340752,5.68583578544199E7
Nick and Norah's Infinite Playlist (2008),Comedy Drama Music Romance,Major Studio,10,16481111,48891684,1.1052004303803726E8
Nick of Time (1995),Action Crime Drama Thriller,Major Studio,11,5726214,16829796,3.5037919653873846E7
Night Crossing (1982),Drama Family History Thriller,Major Studio,02,5031757,26005389,2.927946331030209E7
Night Falls on Manhattan (1996),Crime Drama Mystery Thriller,Major Studio,05,5732200,19326505,3.1912789394499626E7
Night School (2018),Comedy,Major Studio,09,34050580,128801254,2.078892480351117E8
Night Shift (1982),Comedy,Major Studio,07,8255518,68575033,5.763905704383912E7
Night Swim (2024),Horror Mystery Thriller,Major Studio,01,11797155,54768317,4.67748637596818E7
Night and the City (1992),Crime Drama,Major Studio,10,96208,13866915,3.676799088787386E7
Night at the Museum (2006),Adventure Comedy Family Fantasy,Major Studio,12,47357373,893940219,5.121611181282133E8
Night at the Museum: Battle of the Smithsonian (2009),Adventure Comedy Family Fantasy,Major Studio,05,79209556,604023839,5.835247218030638E8
Night at the Museum: Secret of the Tomb (2014),Adventure Comedy Family Fantasy,Major Studio,12,22658875,481260716,3.368783659384631E8
Night of the Comet (1984),Comedy Horror Sci-Fi,Small / Indie Studio,11,10812394,43541313,5.566589366906208E7
Night of the Creeps (1986),Comedy Horror Sci-Fi,Small / Indie Studio,08,631902,1693777,3.657388036173855E7
Night of the Living Dead (1990),Horror,Major Studio,10,6925570,14009353,2.8228122673986174E7
Night of the Zoopocalypse (2024),Adventure Animation Comedy Family Fantasy Horror Sci-Fi,Small / Indie Studio,01,797338,5484593,4.167858831718631E7
Night on Earth (1991),Comedy Drama,Small / Indie Studio,05,76095,4724547,5.530836766236822E7
Nightbreed (1990),Action Fantasy Horror,Major Studio,02,8904412,22734950,4.2322162176812686E7
Nightcrawler (2014),Crime Drama Thriller,Mid-size Studio,10,13834744,62841134,5.843033328623839E7
Nighthawks (1981),Action Crime Thriller,Major Studio,04,8712936,68676991,4.2322162176812686E7
Nightmare Alley (2021),Crime Drama Thriller,Mid-size Studio,12,3254984,45876969,1.1974431793302733E8
Nights in Rodanthe (2008),Drama Romance,Major Studio,03,19550557,122934056,1.1052004303803726E8
Nim's Island (2008),Adventure Family Fantasy,Major Studio,04,19247685,145851375,1.4642134733820674E8
Nine (2009),Drama Musical Romance,Small / Indie Studio,01,376112,78963423,4.167858831718631E7
Nine Lives (2016),Comedy Drama Family Fantasy,Small / Indie Studio,08,8168559,75562740,3.0191603746948406E7
Nine Months (1995),Comedy Romance,Major Studio,07,25778327,285137643,2.3954628077169576E8
Nine Queens (2000),Crime Drama Thriller,Small / Indie Studio,04,71018,21648391,2.4490993193020694E7
Ninja Assassin (2009),Action Thriller,Major Studio,10,19470241,90070409,1.1052004303803726E8
Ninja III: The Domination (1984),Action Fantasy Thriller,Small / Indie Studio,09,5216730,22985167,2.625317497446979E7
Nixon (1995),Biography Drama History,Major Studio,12,4542321,28165329,1.2279863212692866E8
No Country for Old Men (2007),Crime Drama Thriller,Mid-size Studio,11,1818537,259667627,7.943250591490804E7
No Escape (1994),Action Drama Sci-Fi Thriller,Small / Indie Studio,04,9710859,32461042,3.5296311702396154E7
No Escape (2015),Action Thriller,Small / Indie Studio,08,10735054,72022006,4.294336585663489E7
No Good Deed (2014),Crime Drama Horror Thriller,Small / Indie Studio,09,32132598,71980433,1.749935699606141E8
No Hard Feelings (2023),Comedy Romance,Major Studio,06,15445418,89830858,7.383750581933935E7
No Holds Barred (1989),Action Sport,Major Studio,06,12543177,40722896,6.921121619361953E7
No Man's Land (1987),Crime Drama Thriller,Mid-size Studio,10,3004580,7944598,2.6225149116400756E7
No Manches Frida (2016),Comedy Romance,Small / Indie Studio,09,4804792,30767704,2.625317497446979E7
No Manches Frida 2 (2019),Comedy,Small / Indie Studio,03,4701057,32507207,2.625317497446979E7
No Mercy (1986),Crime Drama Romance Thriller,Small / Indie Studio,12,6290596,35212222,6.077244368607026E7
No Reservations (2007),Comedy Drama Romance,Major Studio,07,17707822,140098502,1.2583693790506367E8
"No Retreat, No Surrender (1986)",Action Comedy Crime Drama,Small / Indie Studio,05,2116994,13342448,2.2489579878457777E7
No Small Affair (1984),Comedy Drama Music Romance,Major Studio,11,6865272,15080837,4.414218974790584E7
No Strings Attached (2011),Comedy Romance,Major Studio,01,27406974,208105964,2.2422938590466934E8
No Time to Die (2021),Action Adventure Thriller,Major Studio,09,63931551,896202741,7.610789922702775E8
No Way Out (1987),Action Crime Drama Mystery Romance Thriller,Mid-size Studio,08,11759813,98037139,4.877426565055774E7
Noah (2014),Action Adventure Drama,Major Studio,03,57931380,475954472,3.892455377499629E8
Nobody (2021),Action Crime Drama Thriller,Major Studio,03,7895329,66577386,4.2322162176812686E7
Nobody's Fool (1986),Comedy Drama Romance,Small / Indie Studio,11,738650,1612260,5.254175261620584E7
Nobody's Fool (1994),Comedy Drama,Major Studio,12,196467,83574429,6.466462623324996E7
Nobody's Fool (2018),Comedy Drama Romance,Major Studio,10,17168080,42105157,1.1052004303803726E8
Nocturnal Animals (2016),Drama Thriller,Mid-size Studio,11,643885,39617209,5.7922989688108906E7
Noises Off... (1992),Comedy,Major Studio,03,2194068,5097346,3.4688726240274176E7
Nomadland (2020),Drama,Mid-size Studio,02,582301,45679023,4.7059825389089376E7
Nomads (1986),Drama Horror Mystery Thriller,Small / Indie Studio,03,2900017,6520104,2.625317497446979E7
Non-Stop (2014),Action Mystery Thriller,Major Studio,02,38261375,295231661,3.126716875004151E8
Nope (2022),Horror Mystery Sci-Fi Thriller,Major Studio,07,47556658,183546533,3.995582866606941E8
Norbit (2007),Comedy Romance,Major Studio,02,51735149,241787438,3.4730646222415197E8
Norm of the North (2016),Adventure Animation Comedy Family,Major Studio,01,8945200,40169601,8.362508563364273E7
Norma Rae (1979),Drama,Major Studio,03,1135724,96069183,5.011413958299071E7
North (1994),Adventure Comedy Drama Family Fantasy,Major Studio,07,6425005,15200404,3.949165022188075E7
North Country (2005),Drama,Major Studio,10,10316247,40496152,8.690414590056708E7
North Sea Hijack (1980),Action Adventure Thriller,Major Studio,04,3066142,11395660,2.8009291224999316E7
North Shore (1987),Action Drama Romance Sport,Major Studio,08,3642388,10580282,2.927946331030209E7
Northern Limit Line (2015),Drama War,Small / Indie Studio,06,143273,52984887,7.179288119573855E7
Norwegian Wood (2010),Drama Romance,Small / Indie Studio,09,18701,27540617,5.267504157817069E7
Noryang: Deadly Sea (2023),Action Biography History War,Small / Indie Studio,12,19903,35220341,7.584722285160422E7
Nosferatu (2024),Fantasy Horror Mystery,Mid-size Studio,12,21652560,181758001,2.994082702126686E8
Not Another Teen Movie (2001),Comedy,Major Studio,12,22348426,117753747,2.3835797634609604E8
Not Without My Daughter (1991),Drama Thriller,Major Studio,01,8761980,34064152,4.2322162176812686E7
Notes on a Scandal (2006),Crime Drama Romance Thriller,Major Studio,12,644975,77515412,8.463340829459119E7
Nothing But Trouble (1991),Comedy,Major Studio,02,9135545,19531730,4.2322162176812686E7
Nothing in Common (1986),Comedy Drama Romance,Small / Indie Studio,08,9385945,92508807,3.5296311702396154E7
Nothing to Lose (1997),Action Adventure Comedy Crime,Major Studio,07,22703572,86923395,1.1442760107212031E8
Nothing to Lose (2018),Biography Drama,Small / Indie Studio,03,848879,45065773,7.861351788670197E7
Notorious (2009),Biography Crime Drama Music,Major Studio,01,29970592,64949754,2.4084181076804283E8
Notting Hill (1999),Comedy Drama Romance,Major Studio,05,41073052,685484538,3.6138202868489105E8
Novocaine (2025),Action Comedy Crime Thriller,Small / Indie Studio,03,8629522,33830737,3.5296311702396154E7
Now You See Me (2013),Crime Mystery Thriller,Major Studio,05,39521478,473610483,3.244470991153754E8
Now You See Me 2 (2016),Action Adventure Comedy Crime Mystery Thriller,Major Studio,06,29254486,437706887,2.6056394576399028E8
Now and Then (1995),Comedy Drama Romance,Major Studio,10,15316366,77386351,6.1484647480139725E7
Nowhere in Africa (2001),Biography Drama History,Small / Indie Studio,12,39098,43088183,7.584722285160422E7
Nowhere to Run (1993),Action Drama Romance Thriller,Major Studio,01,17813091,48182747,1.1052004303803726E8
Number One with a Bullet (1987),Action Crime Thriller,Small / Indie Studio,02,581884,1134585,4.167858831718631E7
Nuns on the Run (1990),Comedy Crime,Major Studio,03,1581738,26310527,2.9584018284826417E7
Nurse Betty (2000),Comedy Crime Drama Romance,Small / Indie Studio,09,13017497,53493051,4.983250738000337E7
Nutcracker (1986),Family Fantasy Music,Small / Indie Studio,11,1006329,2237204,4.743704466075808E7
Nuts (1987),Drama Thriller,Major Studio,11,12716794,85448919,6.772152215343943E7
Nutty Professor II: The Klumps (2000),Comedy Romance Sci-Fi,Major Studio,07,77454888,303014867,5.69000202244733E8
O (2001),Drama Romance Thriller,Major Studio,08,10019333,34121183,4.9969216331051424E7
"O Brother, Where Art Thou? (2000)",Adventure Comedy Crime Drama Music,Major Studio,08,355413,130935682,5.011413958299071E7
"OSS 117: Cairo, Nest of Spies (2006)",Action Adventure Comedy Crime,Small / Indie Studio,04,48889,35876781,2.289428792624096E7
OSS 117: Lost in Rio (2009),Action Adventure Comedy,Small / Indie Studio,04,14977,32056569,2.4490993193020694E7
Oblivion (2013),Action Adventure Sci-Fi,Major Studio,04,49895353,385337480,4.8672818525873613E8
Observe and Report (2009),Action Comedy Crime Drama Mystery,Major Studio,04,16109012,39439425,1.0541533508258949E8
Obsessed (2009),Drama Romance Thriller,Small / Indie Studio,04,41836148,107951159,2.770159844300093E8
Ocean's Eight (2018),Action Comedy Crime,Major Studio,06,51976498,372010439,3.6702859722009945E8
Ocean's Eleven (2001),Crime Thriller,Major Studio,12,67510265,798472145,6.349465560994325E8
Ocean's Thirteen (2007),Crime Thriller,Major Studio,06,54667151,470992848,4.0396352678961515E8
Ocean's Twelve (2004),Crime Thriller,Major Studio,12,65025539,602442044,6.939464562044585E8
Oceans (2008),Documentary,Major Studio,01,8716108,119529838,4.2322162176812686E7
October Sky (1999),Biography Drama Family,Major Studio,02,11120290,65341889,5.182857984445907E7
Octopussy (1983),Action Adventure Thriller,Major Studio,06,28038607,213905586,3.011784963620124E8
Oculus (2013),Horror Mystery Thriller,Small / Indie Studio,04,15907639,58911219,4.940508092094591E7
Ode to My Father (2014),Drama War,Small / Indie Studio,12,44892,244903933,7.584722285160422E7
Of Gods and Men (2010),Drama History,Small / Indie Studio,09,444361,63013363,7.861351788670197E7
Of Mice and Men (1992),Drama Western,Major Studio,10,218749,12230798,5.011413958299071E7
Of Unknown Origin (1983),Horror Thriller,Major Studio,11,1702134,3402938,3.7243563851568714E7
Off Beat (1986),Comedy Crime Romance,Major Studio,04,5755778,13859420,2.927946331030209E7
Off Limits (1988),Action Drama Thriller War,Major Studio,03,7416811,19209825,3.3279025448886316E7
Office Christmas Party (2016),Comedy,Major Studio,12,22075281,149651733,2.434626843015438E8
Office Space (1999),Comedy,Major Studio,02,7968846,20393982,3.721745422136493E7
Oh Heavenly Dog (1980),Comedy Crime Fantasy Mystery,Major Studio,07,1230703,23661183,6.543103445001715E7
"Oh, God! (1977)",Comedy Fantasy,Major Studio,10,10562881,215754352,4.9969216331051424E7
"Oh, God! Book II (1980)",Comedy Fantasy,Major Studio,10,13093621,55209885,5.68583578544199E7
"Oh, God! You Devil (1984)",Comedy Fantasy,Major Studio,11,16789726,65041604,1.2138320733705679E8
Old (2021),Drama Mystery Thriller,Major Studio,07,19511982,104358633,1.2583693790506367E8
Old Dogs (2009),Comedy Family,Major Studio,06,24702336,141468569,2.327177186732216E8
Old Gringo (1989),Adventure History Romance,Major Studio,10,2914351,9044191,2.927946331030209E7
Old School (2003),Comedy,Major Studio,02,29761358,148584156,1.780370535984461E8
Oldboy (2003),Action Drama Mystery Thriller,Small / Indie Studio,11,117586,30040679,3.535415749204022E7
Oliver & Company (1988),Adventure Animation Comedy Family Musical,Major Studio,11,10670532,196689800,5.57276726746232E7
Oliver Twist (2005),Crime Drama,Major Studio,09,109945,68395826,6.495203927302386E7
Olympus Has Fallen (2013),Action Thriller,Small / Indie Studio,03,40899534,229275667,2.770159844300093E8
Om Shanti Om (2007),Action Comedy Drama Fantasy Musical Romance Thriller,Small / Indie Studio,11,2269388,60512901,7.405126884300497E7
On Deadly Ground (1994),Action Adventure Thriller,Major Studio,02,26832998,81666604,2.3949620504917207E8
On Golden Pond (1981),Drama,Major Studio,12,307801,411557036,8.463340829459119E7
On the Basis of Sex (2018),Biography Drama History,Mid-size Studio,12,857404,48414478,8.157909410068986E7
On the Other Side of the Tracks (2012),Action Comedy Crime Drama,Small / Indie Studio,12,8093,34307338,3.62410168919543E7
Once (2006),Drama Music Musical Romance,Major Studio,03,93652,33756531,2.7821836503377333E7
Once Around (1991),Comedy Drama Romance,Major Studio,01,713043,34206889,5.011413958299071E7
Once Bitten (1985),Comedy Horror,Small / Indie Studio,11,11739410,29161476,5.566589366906208E7
Once Upon A Time (2017),Action Adventure Drama Fantasy Romance,Small / Indie Studio,08,319849,106072802,7.371791663228141E7
Once Upon a Crime... (1992),Comedy Crime Mystery,Major Studio,03,7264901,19381730,3.3279025448886316E7
Once Upon a Forest (1993),Adventure Animation Drama Family,Major Studio,06,4790799,14292703,3.652761369405394E7
