movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
Robots (2005),Adventure Animation Comedy Family Romance Sci-Fi,Major Studio,03,57898768,421666390,3.580774766722703E8
Rock Dog (2016),Adventure Animation Comedy Family Music,Major Studio,07,4842060,30414803,1.0230513515249611E8
Rock Star (2001),Drama Music,Major Studio,09,10662370,34251584,1.0230513515249611E8
Rock of Ages (2012),Comedy Drama Musical Romance,Major Studio,06,19725715,81183957,1.4801628261489326E8
Rock-A-Doodle (1991),Adventure Animation Comedy Family Music Musical,Small / Indie Studio,04,5819732,26060470,5.347921432260457E7
RocketMan (1997),Comedy Family Sci-Fi,Major Studio,10,8741064,30188740,1.0230513515249611E8
Rocketman (2019),Biography Drama Music Musical,Major Studio,05,31564976,239654448,1.8577665640240195E8
RocknRolla (2008),Action Crime Thriller,Major Studio,09,210828,37506145,1.0230513515249611E8
Rocky Balboa (2006),Drama Sport,Major Studio,12,18919072,242637900,1.3120900582980895E8
Rocky II (1979),Drama Sport,Small / Indie Studio,06,27619834,368181017,1.9267219276277763E8
Rocky III (1982),Drama Sport,Small / Indie Studio,05,40410703,406506151,2.327722360819593E8
Rocky IV (1985),Drama Sport,Small / Indie Studio,11,58298273,876225713,3.120370959118032E8
Rocky V (1990),Drama Sport,Small / Indie Studio,11,33787025,287968568,2.005326802713268E8
Roger & Me (1989),Documentary,Major Studio,12,203070,19499964,1.1091726811391076E8
Rogue One: A Star Wars Story (2016),Action Adventure Sci-Fi,Major Studio,12,202689773,1383687416,1.4211350569367511E9
Role Models (2008),Comedy,Major Studio,11,27926256,134989300,1.6943211214590883E8
Roll Bounce (2005),Comedy Drama Music Romance,Major Studio,09,12160111,28144060,1.0435819340089764E8
Roller Boogie (1979),Comedy Drama Music,Major Studio,12,3318657,57282417,1.1091726811391076E8
Rollerball (2002),Action Sci-Fi Sport,Major Studio,02,15718589,45084242,1.0797687046841025E8
Rollover (1981),Drama Mystery Romance Thriller,Major Studio,12,7799775,37438760,1.1091726811391076E8
Romance (1999),Drama Romance,Small / Indie Studio,09,84418,2985953,5.347921432260457E7
Romancing the Stone (1984),Action Adventure Comedy Romance,Major Studio,03,15417981,261425157,1.0797687046841025E8
Romantic Comedy (1983),Comedy Romance,Major Studio,10,7451791,21598416,1.0230513515249611E8
Romeo + Juliet (1996),Drama Romance,Major Studio,11,22265752,295100589,1.3432585785568565E8
Romeo Is Bleeding (1993),Crime Drama Romance,Small / Indie Studio,02,2593952,6931918,5.347921432260457E7
Romeo Must Die (2000),Action Crime Thriller,Major Studio,03,32816315,165838102,1.8811767221131817E8
Romero (1989),Biography Crime Drama History Thriller War,Small / Indie Studio,08,25782,3331220,5.347921432260457E7
Romy and Michele's High School Reunion (1997),Comedy,Major Studio,04,14518629,57140250,1.0435819340089764E8
Ron's Gone Wrong (2021),Adventure Animation Comedy Family Sci-Fi,Major Studio,10,8451148,70260473,1.0230513515249611E8
Ronin (1998),Action Crime Thriller,Major Studio,09,24434838,80084689,1.3432585785568565E8
Rooftops (1989),Action Crime Drama,Small / Indie Studio,03,2811907,5171796,5.347921432260457E7
Rookie of the Year (1993),Comedy Family Fantasy Sport,Major Studio,07,19809665,122689483,1.1918938894301553E8
Room (2015),Drama Thriller,Mid-size Studio,10,156564,46854669,7.423023135651684E7
Roommates (1995),Comedy Drama,Major Studio,03,8312709,24902681,1.0230513515249611E8
Rosencrantz & Guildenstern Are Dead (1990),Comedy Drama,Small / Indie Studio,02,55289,1702398,5.347921432260457E7
Rosewood (1997),Action Drama History,Major Studio,02,6163729,25659477,1.0230513515249611E8
Rough Night (2017),Comedy,Major Studio,06,10243405,60592237,1.3821043868913203E8
Rounders (1998),Crime Drama,Mid-size Studio,09,16278408,44091734,8.323011690669373E7
Rowdy Rathore (2012),Action Comedy Crime,Small / Indie Studio,05,521633,40090758,5.347921432260457E7
Roxanne (1987),Comedy Romance,Major Studio,06,12651403,110575267,1.4026349693753356E8
Ruby & Quentin (2003),Comedy Crime,Small / Indie Studio,10,156391,47284315,5.347921432260457E7
Ruby (1992),Biography Crime Drama History,Small / Indie Studio,03,1373348,2055094,5.347921432260457E7
Ruby Gillman: Teenage Kraken (2023),Animation Comedy Romance,Major Studio,06,5663294,47004851,1.3821043868913203E8
Ruby in Paradise (1993),Drama Romance,Small / Indie Studio,10,54932,2174587,5.347921432260457E7
Rude Awakening (1989),Comedy,Mid-size Studio,08,2837917,8020563,7.423023135651684E7
Rudy (1993),Biography Drama Sport,Small / Indie Studio,10,1913476,49686540,5.347921432260457E7
Rugrats Go Wild (2003),Adventure Animation Comedy Family Fantasy Musical,Major Studio,06,19706861,94213569,1.754043762151417E8
Rugrats in Paris (2000),Adventure Animation Comedy Family Romance,Major Studio,11,41384827,188161410,2.2404200421269616E8
Rule Breakers (2025),Drama,Small / Indie Studio,03,1473114,2912151,5.347921432260457E7
Rules of Engagement (2000),Drama Thriller War,Major Studio,04,27345281,130671929,1.6943211214590883E8
Rumble Fish (1983),Crime Drama Romance,Major Studio,10,59793,7856360,1.0230513515249611E8
Rumble in the Bronx (1995),Action Comedy Crime Thriller,Major Studio,02,19716131,64782029,1.1918938894301553E8
Rumor Has It... (2005),Comedy Drama Romance,Major Studio,12,5578852,142852010,1.1091726811391076E8
Run (1991),Action Drama Thriller,Major Studio,02,5118120,10156121,1.0230513515249611E8
Run All Night (2015),Action Crime Thriller,Major Studio,03,14574508,94842381,1.0435819340089764E8
Run Fatboy Run (2007),Comedy Romance Sport,Small / Indie Studio,09,3541370,50651118,5.347921432260457E7
Run Lola Run (1998),Action Crime Thriller,Small / Indie Studio,06,232835,14426409,5.6153524138669536E7
Runaway (1984),Action Crime Drama Sci-Fi Thriller,Small / Indie Studio,12,3618484,20445374,5.6228458637633994E7
Runaway Bride (1999),Comedy Romance,Major Studio,07,66013791,582750624,5.750490696618122E8
Runaway Jury (2003),Crime Drama Thriller,Major Studio,10,20184040,136679453,1.2586544363579321E8
Runner Runner (2013),Crime Mystery Thriller,Major Studio,09,10377397,84394534,1.0230513515249611E8
Running Brave (1983),Biography Drama Sport,Major Studio,11,1389385,9448494,1.0230513515249611E8
Running Man (2015),Action Comedy Documentary Reality-TV,Small / Indie Studio,01,247392,91031873,5.347921432260457E7
Running Scared (1986),Action Comedy Crime Thriller,Major Studio,06,14961181,110184224,1.438821740050462E8
Running on Empty (1988),Crime Drama Music Romance,Major Studio,09,570714,7554292,1.0230513515249611E8
Rush (1991),Action Crime Drama Romance Thriller,Major Studio,12,84970,16679191,1.1091726811391076E8
Rush (2013),Biography Drama Sport,Major Studio,09,252192,125624292,1.0230513515249611E8
Rush Hour (1998),Action Comedy Crime Thriller,Major Studio,09,63507365,470931541,5.682912976488168E8
Rush Hour 2 (2001),Action Comedy Crime Thriller,Major Studio,08,119417661,615308244,7.976252574301907E8
Rush Hour 3 (2007),Action Comedy Crime Thriller,Major Studio,08,76004845,390481751,5.682912976488168E8
Rushmore (1998),Comedy Drama Romance,Major Studio,12,84029,33096104,1.1091726811391076E8
Russian Dolls (2005),Comedy Drama Romance,Mid-size Studio,06,26523,38112638,7.161145637583794E7
Russkies (1987),Drama,Small / Indie Studio,11,2843975,6043673,5.347921432260457E7
Rust and Bone (2012),Drama Romance,Small / Indie Studio,05,37101,35261210,5.347921432260457E7
Rustlers' Rhapsody (1985),Comedy Western,Major Studio,05,6925772,17760788,1.0230513515249611E8
Ruthless People (1986),Comedy Crime,Major Studio,06,15094399,204981373,1.438821740050462E8
S.W.A.T. (2003),Action Adventure Crime Thriller,Major Studio,08,63199318,354215350,5.682912976488168E8
S1m0ne (2002),Comedy Drama Sci-Fi,Major Studio,08,6650240,34138329,1.0230513515249611E8
Saawariya (2007),Drama Musical Romance,Major Studio,11,820296,28027902,1.0230513515249611E8
Sabrina (1995),Comedy Drama Romance,Major Studio,12,11452544,110540747,1.1091726811391076E8
Sacrifice (2010),Action Drama History,Small / Indie Studio,12,21928,41852512,5.6228458637633994E7
Safe (2012),Action Crime Thriller,Major Studio,04,10783617,56790023,1.0230513515249611E8
Safe Haven (2013),Drama Romance Thriller,Small / Indie Studio,02,28818106,131414431,1.9212904128883716E8
Safe House (2012),Action Thriller,Major Studio,02,54888194,284295591,3.477149202545746E8
Sahara (1983),Adventure Drama,Major Studio,03,1663415,4236572,1.0230513515249611E8
Sahara (2005),Action Adventure Comedy,Major Studio,04,29022826,191533134,1.8577665640240195E8
Salaar (2023),Action Crime Drama Thriller,Small / Indie Studio,12,5784282,12311378,5.923297419528161E7
Salmon Fishing in the Yemen (2011),Comedy Drama Romance,Small / Indie Studio,03,308640,47225861,5.347921432260457E7
Salsa (1988),Music Romance,Small / Indie Studio,05,6969650,23587995,5.347921432260457E7
Salt (2010),Action Thriller,Major Studio,07,51803938,422218963,3.648352486852654E8
Saltburn (2023),Drama Thriller,Major Studio,11,332171,21646532,1.0230513515249611E8
Samba (2014),Comedy Drama Romance,Mid-size Studio,10,32580,51913343,7.423023135651684E7
Sammy and Rosie Get Laid (1987),Comedy Drama Romance,Small / Indie Studio,10,88069,3302928,5.347921432260457E7
San Andreas (2015),Action Adventure Thriller,Major Studio,05,72246072,628133261,6.338831346829996E8
Sanctum (2011),Action Adventure Drama Thriller,Major Studio,03,13591310,156239817,1.0435819340089764E8
Sanju (2018),Biography Comedy Drama,Small / Indie Studio,06,3402044,95805995,5.915803969631716E7
Santa Claus (1985),Adventure Family Fantasy,Small / Indie Studio,11,16467952,69238516,6.424892013814433E7
Sarafina! (1992),Drama Musical,Major Studio,09,170991,16341722,1.0230513515249611E8
Sarah's Key (2010),Drama War,Small / Indie Studio,10,166452,35665680,5.347921432260457E7
Sarileru Neekevvaru (2020),Action Comedy Drama,Small / Indie Studio,01,995091,45318320,5.64837298802522E7
Satisfaction (1988),Comedy Music Romance,Major Studio,02,7372153,21891782,1.0230513515249611E8
Saturday Night (2024),Biography Comedy Drama History,Major Studio,09,270487,10055029,1.0230513515249611E8
Saturday Night Fever (1977),Drama Music,Major Studio,12,20071290,1227190805,2.2598149173665175E8
Sausage Party (2016),Adventure Animation Comedy Fantasy,Major Studio,08,44782001,183900056,2.2404200421269616E8
Savage Islands (1983),Action Adventure Comedy Romance,Major Studio,11,2567345,6184846,1.0230513515249611E8
Savages (2012),Crime Drama Thriller,Major Studio,07,21883987,113357081,1.2586544363579321E8
Save the Last Dance (2001),Drama Music Romance,Major Studio,01,41534083,233326418,2.2404200421269616E8
Saving Grace (2000),Comedy Crime,Small / Indie Studio,08,523640,52356956,5.347921432260457E7
Saving Mr. Banks (2013),Biography Comedy Drama,Major Studio,11,556623,158713976,1.0230513515249611E8
Saving Private Ryan (1998),Drama War,Major Studio,07,58839446,928219871,6.867056341027364E8
Saving Silverman (2001),Comedy Crime Romance,Major Studio,02,13130535,46214146,1.0435819340089764E8
Saw (2004),Horror Mystery Thriller,Major Studio,10,30353374,172798108,1.8577665640240195E8
Saw 3D (2010),Crime Horror Mystery,Major Studio,10,32410686,195860866,1.8811767221131817E8
Saw II (2005),Horror Mystery,Major Studio,10,50960212,237325150,3.580774766722703E8
Saw III (2006),Horror Mystery Thriller,Major Studio,10,52300429,256557425,3.580774766722703E8
Saw IV (2007),Horror Mystery Thriller,Major Studio,10,48045622,210830170,3.580774766722703E8
Saw V (2008),Horror Thriller,Major Studio,10,43788318,165898823,2.2404200421269616E8
Saw VI (2009),Horror Mystery Thriller,Major Studio,10,20643305,99768676,1.2586544363579321E8
Saw X (2023),Horror Mystery Thriller,Major Studio,09,18849507,115512950,1.1918938894301553E8
Say Anything (1989),Comedy Drama Romance,Major Studio,04,10269498,54441412,1.0230513515249611E8
Say It Isn't So (2001),Comedy Romance,Major Studio,03,5070031,21826306,1.0230513515249611E8
Scandal (1989),Drama History,Mid-size Studio,04,1666654,22267258,7.423023135651684E7
Scandalous (1984),Comedy Mystery,Mid-size Studio,01,830225,1590811,7.423023135651684E7
Scarface (1983),Crime Drama,Major Studio,12,14479930,209263049,2.0598023487471694E8
Scary Movie (2000),Comedy,Mid-size Studio,07,77141269,506457735,4.861461489251641E8
Scary Movie 2 (2001),Comedy Horror,Mid-size Studio,07,36322910,250180801,1.912346917060843E8
Scary Movie 3 (2003),Comedy,Mid-size Studio,10,84748820,376293659,4.79388376912169E8
Scary Movie 4 (2006),Comedy,Mid-size Studio,04,62589978,277390750,4.673609447214678E8
Scary Movie V (2013),Comedy,Mid-size Studio,04,19063463,105540128,8.736422551654081E7
Scary Stories to Tell in the Dark (2019),Adventure Horror Mystery,Major Studio,08,25662735,128275364,1.6943211214590883E8
Scenes from a Mall (1991),Comedy,Major Studio,02,8810379,22027614,1.0230513515249611E8
Scenes from the Class Struggle in Beverly Hills (1989),Comedy,Small / Indie Studio,06,64866,5456670,5.6153524138669536E7
Scent of a Woman (1992),Drama,Major Studio,12,799132,299774372,1.7706503250073737E8
Schemes in Antiques (2021),Action Adventure Comedy Crime Drama Mystery,Small / Indie Studio,12,42256,59778363,5.6228458637633994E7
Schindler's List (1993),Biography Drama History,Major Studio,12,1425863,699562238,1.7706503250073737E8
School Daze (1988),Comedy Drama Musical,Major Studio,02,4781627,38583509,1.0230513515249611E8
School Ties (1992),Drama,Major Studio,09,6751469,32896019,1.0230513515249611E8
School for Scoundrels (2006),Comedy,Major Studio,09,13385911,38078164,1.0435819340089764E8
School of Magical Animals (2021),Adventure Family Musical,Small / Indie Studio,12,167183,25625793,5.6228458637633994E7
School of Magical Animals 2 (2022),Adventure Comedy Family Musical Romance,Small / Indie Studio,09,26920,21148628,5.347921432260457E7
School of Rock (2003),Comedy Music,Major Studio,10,33460802,223550962,1.8811767221131817E8
Scoob! (2020),Adventure Animation Comedy Family Fantasy Mystery Sci-Fi,Major Studio,07,1030240,34650528,1.0230513515249611E8
Scooby-Doo (2002),Adventure Comedy Family Fantasy Mystery,Major Studio,06,94440626,480754092,7.130720589330071E8
Scooby-Doo 2: Monsters Unleashed (2004),Adventure Comedy Family Fantasy Horror Mystery Sci-Fi,Major Studio,03,48890883,301000123,3.580774766722703E8
Scoop (2006),Comedy Crime Fantasy Mystery,Mid-size Studio,07,4672906,61030897,7.423023135651684E7
Scott Pilgrim vs. the World (2010),Action Comedy Fantasy Romance,Major Studio,08,15262710,74552603,1.0797687046841025E8
Scream (1996),Horror Mystery,Mid-size Studio,12,12708767,346082293,9.220370165238264E7
Scream (2022),Horror Mystery Thriller,Major Studio,01,32177000,147646990,1.8811767221131817E8
Scream 2 (1997),Horror Mystery,Mid-size Studio,12,64345030,336834313,5.1984517822023994E8
Scream 3 (2000),Horror Mystery,Mid-size Studio,02,63235936,294807166,4.2770079760179794E8
Scream 4 (2011),Horror Mystery,Mid-size Studio,04,26067048,135594043,1.5657833143297738E8
Scream VI (2023),Horror Mystery Thriller,Major Studio,03,45758661,171491998,3.580774766722703E8
Screamers (1995),Horror Sci-Fi Thriller,Major Studio,01,5808095,11423026,1.0230513515249611E8
Screwballs (1983),Comedy,Small / Indie Studio,04,661395,6557932,5.347921432260457E7
Screwed (2000),Comedy Crime,Major Studio,05,6088145,13119057,1.0230513515249611E8
Scrooged (1988),Comedy Drama Fantasy Romance,Major Studio,11,34556940,160026887,1.8811767221131817E8
Sea Monsters: A Prehistoric Adventure (2007),Adventure Animation Documentary Short,Small / Indie Studio,09,916412,76633409,5.347921432260457E7
Sea of Love (1989),Crime Drama Mystery Romance Thriller,Major Studio,09,25348844,280566221,1.6943211214590883E8
Seabiscuit (2003),Drama History Sport,Major Studio,07,35561654,252944441,1.9342436808883315E8
Searching (2018),Drama Mystery Thriller,Small / Indie Studio,08,485655,94268195,5.347921432260457E7
Searching for Bobby Fischer (1993),Biography Drama Sport,Major Studio,08,2434982,15778705,1.0230513515249611E8
Season of the Witch (2011),Action Adventure Fantasy,Small / Indie Studio,01,14799484,127778719,6.092076990388157E7
Second Act (2018),Comedy Drama Romance,Mid-size Studio,12,8107374,90311695,7.889702421365777E7
Second Sight (1989),Comedy Mystery Sci-Fi,Major Studio,11,5457356,13585216,1.0230513515249611E8
Secondhand Lions (2003),Comedy Drama Family,Major Studio,09,21997179,82293797,1.2586544363579321E8
Secret Admirer (1985),Comedy Romance,Mid-size Studio,06,7042450,25145862,6.952294628224818E7
Secret Window (2004),Drama Mystery Thriller,Major Studio,03,30288769,154309258,1.8577665640240195E8
Secret in Their Eyes (2015),Crime Drama Mystery Thriller,Mid-size Studio,11,8805073,46129701,7.423023135651684E7
Secretariat (2010),Biography Drama Family History Sport,Major Studio,10,18262049,86775954,1.1918938894301553E8
Secrets & Lies (1996),Comedy Drama,Small / Indie Studio,09,121622,26833729,5.347921432260457E7
Seducing Doctor Lewis (2003),Comedy Drama,Small / Indie Studio,07,1527353,23435208,5.347921432260457E7
See How They Run (2022),Comedy Crime Mystery,Major Studio,09,3223892,23545920,1.0230513515249611E8
See No Evil (2006),Action Horror Thriller,Major Studio,05,7128761,29111076,1.0230513515249611E8
"See No Evil, Hear No Evil (1989)",Comedy Crime,Small / Indie Studio,05,17962443,118697105,6.838302874799144E7
